unseq,prog_id,obsmode,bvcor,observer,object,ra,dec,bjd,exptime,pmtotal,date-avg,airmass,filename,SNRV
307240,2,HRF_OBJ,20.700379,Delia Volpi,HD42818,94.71167,69.31978000000001,2455467.712324,480.0,18210731.0,2010-09-28T05:05:29.498000,1.396166,/STER/mercator/hermes/20100927/raw/00307240_HRF_OBJ.fits,49.12738543826651
307334,2,HRF_OBJ,20.734246,Delia Volpi,HD42818,94.71167,69.31978000000001,2455468.6356430002,480.0,14871223.0,2010-09-29T03:14:58.745000,1.620742,/STER/mercator/hermes/20100928/raw/00307334_HRF_OBJ.fits,48.979587585033826
307483,2,HRF_OBJ,20.623479999999997,Delia Volpi,HD42818,94.71125,69.31975,2455470.71664,280.0,7671798.0,2010-10-01T05:11:24.523000,1.372358,/STER/mercator/hermes/20100930/raw/00307483_HRF_OBJ.fits,49.1121166312347
307549,2,HRF_OBJ,15.759328,Delia Volpi,HD14055,34.32875,33.847190000000005,2455471.5968830003,230.0,6217180.0,2010-10-02T02:13:04.128000,1.013169,/STER/mercator/hermes/20101001/raw/00307549_HRF_OBJ.fits,49.10193478876367
307624,2,HRF_OBJ,-11.813399,Delia Volpi,HD206826,326.03583,28.74261,2455472.584496,360.0,3005316.0,2010-10-03T01:56:05.602000,1.509473,/STER/mercator/hermes/20101002/raw/00307624_HRF_OBJ.fits,49.10193478876367
307773,2,HRF_OBJ,28.710312,Delia Volpi,HD46300,98.22584,7.3329699999999995,2455473.740652,300.0,11338886.0,2010-10-04T05:46:12.371000,1.123634,/STER/mercator/hermes/20101003/raw/00307773_HRF_OBJ.fits,49.10193478876367
307851,2,HRF_OBJ,-12.360047,Delia Volpi,HD206826,326.03583,28.74261,2455474.507656,250.0,8674819.0,2010-10-05T00:05:33.187000,1.118348,/STER/mercator/hermes/20101004/raw/00307851_HRF_OBJ.fits,49.09175083453431
307944,2,HRF_OBJ,-8.044091,Delia Volpi,HD184006,292.42666,51.72978,2455475.5134650003,170.0,14043976.0,2010-10-06T00:17:51.942000,1.727543,/STER/mercator/hermes/20101005/raw/00307944_HRF_OBJ.fits,49.1121166312347
324941,2,HRF_OBJ,-17.584685,Katrina Exter,HD14055,34.32875,33.847190000000005,2455544.326063,230.0,8127321.0,2010-12-13T19:43:27.005000,1.154084,/STER/mercator/hermes/20101213/raw/00324941_HRF_OBJ.fits,49.70915408654627
325167,2,HRF_OBJ,-19.964208,Katrina Exter,HD14055,34.32875,33.847190000000005,2455549.524735,230.0,11732043.0,2010-12-19T00:30:00.415651,1.238199,/STER/mercator/hermes/20101218/raw/00325167_HRF_OBJ.fits,49.68903299521938
325328,2,HRF_OBJ,-20.879901999999998,Katrina Exter,HD14055,34.32875,33.847190000000005,2455553.3065029997,230.0,8118292.0,2010-12-22T19:16:07.413354,1.135353,/STER/mercator/hermes/20101222/raw/00325328_HRF_OBJ.fits,49.658836071740545
326020,2,HRF_OBJ,22.596291,Steven Bloemen,HD87887,151.98458,-0.37164,2455566.711075,360.0,16165602.0,2011-01-05T04:58:41.540312,1.1583809999999999,/STER/mercator/hermes/20110104/raw/00326020_HRF_OBJ.fits,49.79959839195493
326655,2,HRF_OBJ,21.413763,Steven Bloemen,HD87887,151.98458,-0.37164,2455569.750084,360.0,13918751.0,2011-01-08T05:54:32.489724,1.268155,/STER/mercator/hermes/20110107/raw/00326655_HRF_OBJ.fits,49.69909455915671
326782,2,HRF_OBJ,29.830470000000002,Steven Bloemen,HD118098,203.67333,-0.59583,2455570.805532,140.0,13522290.0,2011-01-09T07:20:22.930135,1.150724,/STER/mercator/hermes/20110108/raw/00326782_HRF_OBJ.fits,49.8196748283246
326887,2,HRF_OBJ,29.850103999999998,Steven Bloemen,HD118098,203.67333,-0.59583,2455571.803857,140.0,16206895.0,2011-01-10T07:17:49.600189,1.15032,/STER/mercator/hermes/20110109/raw/00326887_HRF_OBJ.fits,49.78955713801841
326970,2,HRF_OBJ,16.828188,Steven Bloemen,HD84937,147.23375,13.74425,2455572.7683139998,800.0,874420.0,2011-01-11T06:19:34.868898,1.279682,/STER/mercator/hermes/20110110/raw/00326970_HRF_OBJ.fits,49.759421218498915
327106,2,HRF_OBJ,16.443505,Steven Bloemen,HD84937,147.23375,13.74425,2455573.742821,800.0,497954.0,2011-01-12T05:42:47.498612,1.176248,/STER/mercator/hermes/20110111/raw/00327106_HRF_OBJ.fits,49.764445139074944
327238,2,HRF_OBJ,15.974264999999999,Steven Bloemen,HD84937,147.23375,13.74425,2455574.749504,800.0,786218.0,2011-01-13T05:52:20.170166,1.213983,/STER/mercator/hermes/20110112/raw/00327238_HRF_OBJ.fits,49.76946855251722
327317,2,HRF_OBJ,-4.438034,Pieter Degroote,HD56169,109.63333,49.46475,2455575.646435,204.832,1594567.0,2011-01-14T03:23:39.598873,1.210008,/STER/mercator/hermes/20110113/raw/00327317_HRF_OBJ.fits,49.77951385861457
327416,2,HRF_OBJ,-26.899613000000002,Pieter Degroote,HD14055,34.32875,33.847190000000005,2455576.291971,230.0,7764805.0,2011-01-14T18:57:53.221192,1.028306,/STER/mercator/hermes/20110114/raw/00327416_HRF_OBJ.fits,49.86983055916673
327510,2,HRF_OBJ,-27.114982,Pieter Degroote,HD14055,34.32875,33.847190000000005,2455577.3140080003,300.0,0.0,2011-01-15T19:29:45.217168,1.007819,/STER/mercator/hermes/20110115/raw/00327510_HRF_OBJ.fits,49.84475900232641
327612,2,HRF_OBJ,-27.228989000000002,Pieter Degroote,HD14055,34.32875,33.847190000000005,2455578.294941,224.13,8653239.0,2011-01-16T19:02:25.525630,1.018944,/STER/mercator/hermes/20110116/raw/00327612_HRF_OBJ.fits,49.84977432245807
327749,2,HRF_OBJ,29.870764,Pieter Degroote,HD118098,203.67333,-0.59583,2455579.7126240004,100.0,11515607.0,2011-01-18T05:05:19.153964,1.306158,/STER/mercator/hermes/20110117/raw/00327749_HRF_OBJ.fits,49.77951385861457
327828,2,HRF_OBJ,-27.543408000000003,Pieter Degroote,HD14055,34.32875,33.847190000000005,2455580.305816,150.0,4725757.0,2011-01-18T19:18:20.995000,1.007306,/STER/mercator/hermes/20110118/raw/00327828_HRF_OBJ.fits,49.86481725625794
327918,2,HRF_OBJ,-27.670676,Pieter Degroote,HD14055,34.32875,33.847190000000005,2455581.3033040003,300.0,14046321.0,2011-01-19T19:14:51.912951,1.007549,/STER/mercator/hermes/20110119/raw/00327918_HRF_OBJ.fits,49.87484335815001
328018,2,HRF_OBJ,-27.823666999999997,Pieter Degroote,HD14055,34.32875,33.847190000000005,2455582.315732,230.0,7839868.0,2011-01-20T19:32:53.810451,1.004146,/STER/mercator/hermes/20110120/raw/00328018_HRF_OBJ.fits,49.839743177508446
328182,2,HRF_OBJ,-10.682864,Patricia Lampens,HD56169,109.63333,49.46475,2455589.587354,600.0,12179236.0,2011-01-28T01:59:04.931616,1.149979,/STER/mercator/hermes/20110127/raw/00328182_HRF_OBJ.fits,49.72926703662542
328252,2,HRF_OBJ,-11.066711999999999,Patricia Lampens,HD56169,109.63292,49.46475,2455590.560311,741.801,2833292.0,2011-01-29T01:20:11.454471,1.1048120000000001,/STER/mercator/hermes/20110128/raw/00328252_HRF_OBJ.fits,49.73932046178355
328354,2,HRF_OBJ,,Patricia Lampens,HD56169,109.63292,49.46475,,900.0,5312648.0,2011-01-31T01:24:34.456769,1.116359,/STER/mercator/hermes/20110130/raw/00328354_HRF_OBJ.fits,49.759421218498915
328674,2,HRF_OBJ,27.750115,Patricia Lampens,HD118098,203.67333,-0.59583,2455595.723077,320.0,18051298.0,2011-02-03T05:18:09.126097,1.1657819999999999,/STER/mercator/hermes/20110202/raw/00328674_HRF_OBJ.fits,49.759421218498915
334194,2,HRF_OBJ,-27.664092,Peter de Cat,HD14055,34.32875,33.847190000000005,2455611.332758,230.0,14021163.0,2011-02-18T20:01:21.262364,1.1663430000000001,/STER/mercator/hermes/20110218/raw/00334194_HRF_OBJ.fits,49.82971001320397
334937,2,HRF_OBJ,-26.733283,Peter de Cat,HD14055,34.3275,33.847190000000005,2455617.333918,230.0,12966824.0,2011-02-24T20:03:48.217545,1.242097,/STER/mercator/hermes/20110224/raw/00334937_HRF_OBJ.fits,49.82971001320397
335181,2,HRF_OBJ,-26.157457,Peter de Cat,HD14055,34.3275,33.847190000000005,2455620.334919,230.0,12252759.0,2011-02-27T20:05:37.324327,1.290551,/STER/mercator/hermes/20110227/raw/00335181_HRF_OBJ.fits,49.80963762164909
335298,2,HRF_OBJ,-21.932557,Nick Cox,HD56169,109.63333,49.46475,2455621.428713,280.0,6547824.0,2011-02-28T22:13:11.543661,1.070383,/STER/mercator/hermes/20110228/raw/00335298_HRF_OBJ.fits,49.78955713801841
335536,2,HRF_OBJ,-25.624668,Nick Cox,HD46300,98.22584,7.3329699999999995,2455622.4579310003,200.0,7364272.0,2011-03-01T22:55:44.206547,1.193129,/STER/mercator/hermes/20110301/raw/00335536_HRF_OBJ.fits,49.77951385861457
335955,2,HRF_OBJ,-25.558701,Nick Cox,HD46300,98.22584,7.3329699999999995,2455623.345717,240.0,8945069.0,2011-03-02T20:14:15.467346,1.101002,/STER/mercator/hermes/20110302/raw/00335955_HRF_OBJ.fits,49.79959839195493
336172,2,HRF_OBJ,-28.821196,Nick Cox,HD36267,82.69625,5.94814,2455630.421003,570.0,6169861.0,2011-03-09T22:05:45.396832,1.3365129999999998,/STER/mercator/hermes/20110309/raw/00336172_HRF_OBJ.fits,49.81465647778774
336472,2,HRF_OBJ,12.326844,Nadya Gorlova,HD118098,203.67333,-0.59583,2455639.612826,70.0,6726666.0,2011-03-19T02:34:58.114840,1.156957,/STER/mercator/hermes/20110318/raw/00336472_HRF_OBJ.fits,49.76946855251722
342768,2,HRF_OBJ,-26.694687,Pieter Neyskens,HD56169,109.63333,49.46475,2455659.437547,725.0,4038615.0,2011-04-07T22:30:30.146959,1.292337,/STER/mercator/hermes/20110407/raw/00342768_HRF_OBJ.fits,49.628620774710235
343345,2,HRF_OBJ,-21.216261,Steven Bloemen,HD87887,151.98458,-0.37164,2455663.394652,265.0,8118956.0,2011-04-11T21:22:44.721925,1.164509,/STER/mercator/hermes/20110411/raw/00343345_HRF_OBJ.fits,49.558046773455466
343526,2,HRF_OBJ,-0.050783999999999996,Steven Bloemen,HD118098,203.67333,-0.59583,2455664.5774580003,200.0,5183755.0,2011-04-13T01:43:17.600539,1.152415,/STER/mercator/hermes/20110412/raw/00343526_HRF_OBJ.fits,49.53786430600334
344292,2,HRF_OBJ,-0.741114,Steven Bloemen,HD118098,203.67333,-0.59583,2455666.4679380003,140.0,13685692.0,2011-04-14T23:05:35.314486,1.368991,/STER/mercator/hermes/20110414/raw/00344292_HRF_OBJ.fits,49.54795656734998
346439,2,HRF_OBJ,-6.563453,Robin Lombaert,HD118098,203.67333,-0.59583,2455678.407944,140.0,6755168.0,2011-04-26T21:39:25.295281,1.564445,/STER/mercator/hermes/20110426/raw/00346439_HRF_OBJ.fits,49.56813492557492
347424,2,HRF_OBJ,-11.220203,Peter Papics,HD118098,203.67333,-0.59583,2455687.52896,400.0,4298437.0,2011-05-06T00:34:04.775061,1.1647370000000001,/STER/mercator/hermes/20110505/raw/00347424_HRF_OBJ.fits,49.53786430600334
347588,2,HRF_OBJ,-29.231644,Peter Papics,HD84937,147.23375,13.74425,2455688.384384,1200.0,947976.0,2011-05-06T21:12:11.102233,1.0665280000000001,/STER/mercator/hermes/20110506/raw/00347588_HRF_OBJ.fits,49.563091106185055
348267,2,HRF_OBJ,-22.319028,Peter Papics,HD56169,109.63333,49.46475,2455690.363487,500.0,9893714.0,2011-05-08T20:47:33.099157,1.358861,/STER/mercator/hermes/20110508/raw/00348267_HRF_OBJ.fits,49.56813492557492
349126,2,HRF_OBJ,-13.030006,Peter Papics,HD118098,203.67333,-0.59583,2455692.366873,140.0,12062263.0,2011-05-10T20:40:57.500864,1.586417,/STER/mercator/hermes/20110510/raw/00349126_HRF_OBJ.fits,49.71921157862421
349761,2,HRF_OBJ,-21.547577,Peter Papics,HD56169,109.63333,49.46475,2455693.3602549997,500.0,6210937.0,2011-05-11T20:43:12.569811,1.385499,/STER/mercator/hermes/20110511/raw/00349761_HRF_OBJ.fits,49.4368283772331
349963,2,HRF_OBJ,-21.278760000000002,Peter Papics,HD56169,109.63333,49.46475,2455694.358599,575.0,8665898.0,2011-05-12T20:40:55.682572,1.389283,/STER/mercator/hermes/20110512/raw/00349963_HRF_OBJ.fits,49.4368283772331
350154,2,HRF_OBJ,-28.437116999999997,Peter Papics,HD87887,151.98458,-0.37164,2455695.362944,360.0,11204470.0,2011-05-13T20:40:59.825079,1.166654,/STER/mercator/hermes/20110513/raw/00350154_HRF_OBJ.fits,49.44694126030446
350654,2,HRF_OBJ,-28.647409000000003,Peter Papics,HD87887,151.98458,-0.37164,2455697.3724889997,360.0,6353182.0,2011-05-15T20:55:00.977009,1.193833,/STER/mercator/hermes/20110515/raw/00350654_HRF_OBJ.fits,49.42671342502959
361060,2,HRF_OBJ,-18.309567,Andrew Tkachenko,HD152614,253.50207999999998,10.16536,2455764.382617,330.0,14234255.0,2011-07-21T21:06:11.014395,1.0963559999999999,/STER/mercator/hermes/20110721/raw/00361060_HRF_OBJ.fits,51.32250968142536
361707,2,HRF_OBJ,-20.179223999999998,Marie Hrudkova,HD152614,253.50207999999998,10.16536,2455771.373655,330.0,6686240.0,2011-07-28T20:53:55.721174,1.079266,/STER/mercator/hermes/20110728/raw/00361707_HRF_OBJ.fits,51.24451190127583
363156,2,HRF_OBJ,-22.557369,Peter Papics,HD152614,253.50207999999998,10.16536,2455782.371468,330.0,5285248.0,2011-08-08T20:51:54.802868,1.056347,/STER/mercator/hermes/20110808/raw/00363156_HRF_OBJ.fits,51.22499389946279
363297,2,HRF_OBJ,-26.200513,Peter Papics,HD147449,245.51792000000003,1.02903,2455783.383511,480.0,9561796.0,2011-08-09T21:10:00.277734,1.15141,/STER/mercator/hermes/20110809/raw/00363297_HRF_OBJ.fits,51.234753829797995
363447,2,HRF_OBJ,-26.305494,Peter Papics,HD147449,245.51792000000003,1.02903,2455784.3728360003,480.0,10364464.0,2011-08-10T20:54:45.508130,1.141953,/STER/mercator/hermes/20110810/raw/00363447_HRF_OBJ.fits,51.234753829797995
363584,2,HRF_OBJ,-23.073551000000002,Peter Papics,HD152614,253.50207999999998,10.16536,2455785.371622,330.0,11238021.0,2011-08-11T20:52:27.859932,1.055725,/STER/mercator/hermes/20110811/raw/00363584_HRF_OBJ.fits,51.24451190127583
363729,2,HRF_OBJ,-23.241652,Peter Papics,HD152614,253.50207999999998,10.16536,2455786.374767,250.0,11746483.0,2011-08-12T20:57:06.307555,1.057083,/STER/mercator/hermes/20110812/raw/00363729_HRF_OBJ.fits,51.24451190127583
366962,2,HRF_OBJ,-1.1371879999999999,Robin Lombaert,HD184006,292.42666,51.72978,2455791.441002,190.0,10908202.0,2011-08-17T22:32:23.256992,1.091253,/STER/mercator/hermes/20110817/raw/00366962_HRF_OBJ.fits,51.22499389946279
367080,2,HRF_OBJ,-1.204917,Robin Lombaert,HD184006,292.42666,51.72978,2455792.385282,190.0,13366959.0,2011-08-18T21:12:09.387798,1.155171,/STER/mercator/hermes/20110818/raw/00367080_HRF_OBJ.fits,51.234753829797995
367238,2,HRF_OBJ,-1.307224,Robin Lombaert,HD184006,292.42666,51.72978,2455793.346389,190.0,10340948.0,2011-08-19T20:16:09.429529,1.2505760000000001,/STER/mercator/hermes/20110819/raw/00367238_HRF_OBJ.fits,51.22499389946279
369273,2,HRF_OBJ,26.561451,Robin Lombaert,HD14055,34.32833,33.847190000000005,2455797.713712,230.0,13808472.0,2011-08-24T05:05:26.435634,1.006333,/STER/mercator/hermes/20110823/raw/00369273_HRF_OBJ.fits,51.21523210920751
373992,2,HRF_OBJ,-6.6589350000000005,Michel Hillen,HD185395,294.11041,50.221109999999996,2455826.330296,360.0,262032.0,2011-09-21T19:53:23.675767,1.095213,/STER/mercator/hermes/20110921/raw/00373992_HRF_OBJ.fits,51.273774973177076
375553,2,HRF_OBJ,-8.559814999999999,Peter Papics,HD185395,294.11041,50.221109999999996,2455841.3403060003,360.0,7833629.0,2011-10-06T20:08:21.734743,1.077046,/STER/mercator/hermes/20111006/raw/00375553_HRF_OBJ.fits,51.273774973177076
376017,2,HRF_OBJ,-8.139358,Peter Papics,HD184006,292.42666,51.72978,2455844.321595,190.0,10404011.0,2011-10-09T19:41:42.223099,1.0874979999999999,/STER/mercator/hermes/20111009/raw/00376017_HRF_OBJ.fits,51.28352561983234
384768,2,HRF_OBJ,-9.692999,Kenneth De Smedt,HD184006,292.42666,51.72978,2455880.318025,190.0,11105687.0,2011-11-14T19:38:08.449499,1.2358149999999999,/STER/mercator/hermes/20111114/raw/00384768_HRF_OBJ.fits,51.18593556827891
385015,2,HRF_OBJ,-10.582016000000001,Kenneth De Smedt,HD185395,294.11041,50.221109999999996,2455883.325718,360.0,8894048.0,2011-11-17T19:49:21.205410,1.26186,/STER/mercator/hermes/20111117/raw/00385015_HRF_OBJ.fits,51.19570294468082
385374,2,HRF_OBJ,-10.428349,Kenneth De Smedt,HD185395,294.11041,50.221109999999996,2455888.296263,180.0,4288981.0,2011-11-22T19:07:11.131104,1.212917,/STER/mercator/hermes/20111122/raw/00385374_HRF_OBJ.fits,51.18593556827891
385495,2,HRF_OBJ,-24.116666,Kenneth De Smedt,HD220657,351.345,23.40411,2455890.447766,630.0,3661178.0,2011-11-24T22:41:05.998437,1.15626,/STER/mercator/hermes/20111124/raw/00385495_HRF_OBJ.fits,51.19570294468082
389329,2,HRF_OBJ,-15.533156,Patricia Lampens,HD14055,34.32875,33.847190000000005,2455904.384527,120.0,22674.0,2011-12-08T21:07:13.629642,1.044139,/STER/mercator/hermes/20111208/raw/00389329_HRF_OBJ.fits,51.19570294468082
389569,2,HRF_OBJ,-10.197153,Patricia Lampens,GSC4293-0432,356.42421,66.08514,2455907.337117,1400.0,152208.0,2011-12-11T20:02:06.388798,1.2602790000000001,/STER/mercator/hermes/20111211/raw/00389569_HRF_OBJ.fits,51.18593556827891
389836,2,HRF_OBJ,-10.616877,Patricia Lampens,GSC4293-0432,356.42421,66.08514,2455909.327508,1000.0,96028.0,2011-12-13T19:48:22.181041,1.259947,/STER/mercator/hermes/20111213/raw/00389836_HRF_OBJ.fits,51.19570294468082
391784,2,HRF_OBJ,-26.732229999999998,Christoffel Waelkens,HD14055,34.32875,33.847190000000005,2455939.405585,230.0,10103267.0,2012-01-12T21:41:13.181948,1.07332,/STER/mercator/hermes/20120112/raw/00391784_HRF_OBJ.fits,51.884487084291386
392059,2,HRF_OBJ,-27.141296,Nadya Gorlova,HD14055,34.32875,33.847190000000005,2455942.346741,230.0,10101149.0,2012-01-15T20:16:51.876608,1.008241,/STER/mercator/hermes/20120115/raw/00392059_HRF_OBJ.fits,51.82663407939975
392173,2,HRF_OBJ,-27.410125,Nadya Gorlova,HD14055,34.32875,33.847190000000005,2455943.3943,130.0,7185217.0,2012-01-16T21:25:29.196739,1.074597,/STER/mercator/hermes/20120116/raw/00392173_HRF_OBJ.fits,51.81698563212646
392291,2,HRF_OBJ,29.905783000000003,Nadya Gorlova,HD118098,203.67333,-0.59583,2455944.7089,600.0,7350004.0,2012-01-18T04:59:59.789985,1.341132,/STER/mercator/hermes/20120117/raw/00392291_HRF_OBJ.fits,51.81698563212646
392338,2,HRF_OBJ,-27.572824,Nadya Gorlova,HD14055,34.32875,33.847190000000005,2455945.330762,230.0,7080560.0,2012-01-18T19:54:14.802782,1.00538,/STER/mercator/hermes/20120118/raw/00392338_HRF_OBJ.fits,51.81698563212646
392479,2,HRF_OBJ,-27.80707,Nadya Gorlova,HD14055,34.32875,33.847190000000005,2455947.315609,230.0,1487165.0,2012-01-20T19:32:41.401282,1.00415,/STER/mercator/hermes/20120120/raw/00392479_HRF_OBJ.fits,51.807335387954474
392822,2,HRF_OBJ,-9.173707,Jonathan Menu,HD56169,109.63333,49.46475,2455951.545549,575.0,8958690.0,2012-01-25T00:58:44.599672,1.0781969999999998,/STER/mercator/hermes/20120124/raw/00392822_HRF_OBJ.fits,51.812160734715555
392940,2,HRF_OBJ,-19.530552,Jonathan Menu,HD36267,82.69625,5.94814,2455952.445719,570.0,14344012.0,2012-01-25T22:36:06.827742,1.085785,/STER/mercator/hermes/20120125/raw/00392940_HRF_OBJ.fits,51.807335387954474
393106,2,HRF_OBJ,-28.461318,Jonathan Menu,HD14055,34.32875,33.847190000000005,2455954.318615,230.0,12056703.0,2012-01-27T19:37:57.934694,1.011567,/STER/mercator/hermes/20120127/raw/00393106_HRF_OBJ.fits,51.807335387954474
393328,2,HRF_OBJ,-28.564249,Jonathan Menu,HD14055,34.32875,33.847190000000005,2455956.319256,230.0,6387531.0,2012-01-29T19:39:09.686478,1.016362,/STER/mercator/hermes/20120129/raw/00393328_HRF_OBJ.fits,51.79768334587948
393664,2,HRF_OBJ,-13.520325,Joris Vos,HD42818,94.71167,69.31978000000001,2455960.333721,480.0,8992947.0,2012-02-02T19:56:15.021356,1.474261,/STER/mercator/hermes/20120202/raw/00393664_HRF_OBJ.fits,51.79768334587948
393740,2,HRF_OBJ,-28.668861,Joris Vos,HD14055,34.32875,33.847190000000005,2455961.32258,230.0,7203380.0,2012-02-03T19:44:38.129285,1.036149,/STER/mercator/hermes/20120203/raw/00393740_HRF_OBJ.fits,51.807335387954474
393818,2,HRF_OBJ,-22.697907,Joris Vos,HD36267,82.69625,5.94814,2455962.351514,800.0,6768052.0,2012-02-04T20:21:28.133280,1.170975,/STER/mercator/hermes/20120204/raw/00393818_HRF_OBJ.fits,51.79768334587948
393868,2,HRF_OBJ,-22.997182000000002,Joris Vos,HD36267,82.69625,5.94814,2455963.349575,450.0,7571672.0,2012-02-05T20:18:47.272844,1.162799,/STER/mercator/hermes/20120205/raw/00393868_HRF_OBJ.fits,51.807335387954474
393936,2,HRF_OBJ,-28.65348,Joris Vos,HD14055,34.32875,33.847190000000005,2455964.337656,230.0,823261.0,2012-02-06T20:06:45.479217,1.079267,/STER/mercator/hermes/20120206/raw/00393936_HRF_OBJ.fits,51.79768334587948
394001,2,HRF_OBJ,-28.603628000000004,Joris Vos,HD14055,34.32875,33.847190000000005,2455965.328064,230.0,6052162.0,2012-02-07T19:53:04.879645,1.06477,/STER/mercator/hermes/20120207/raw/00394001_HRF_OBJ.fits,51.79768334587948
394453,2,HRF_OBJ,-26.562548,Maria Luisa Alonso,HD36267,82.69625,5.94814,2455976.443246,250.0,8399927.0,2012-02-18T22:35:14.283396,1.198618,/STER/mercator/hermes/20120218/raw/00394453_HRF_OBJ.fits,51.79768334587948
394590,2,HRF_OBJ,-19.778482999999998,Maria Luisa Alonso,HD56169,109.63333,49.46475,2455978.584282,430.0,4933417.0,2012-02-21T01:56:25.123386,1.378765,/STER/mercator/hermes/20120220/raw/00394590_HRF_OBJ.fits,51.87484939737175
394765,2,HRF_OBJ,-27.180933000000003,Katrina Exter,HD36267,82.69625,5.94814,2455981.33245,570.0,19556622.0,2012-02-23T19:56:19.319837,1.10045,/STER/mercator/hermes/20120223/raw/00394765_HRF_OBJ.fits,51.86520991955976
394844,2,HRF_OBJ,-26.770763,Katrina Exter,HD14055,34.32875,33.847190000000005,2455982.3298,230.0,6196139.0,2012-02-24T19:57:50.636340,1.219808,/STER/mercator/hermes/20120224/raw/00394844_HRF_OBJ.fits,51.86520991955976
394939,2,HRF_OBJ,-24.474358,Katrina Exter,HD46300,98.22584,7.3329699999999995,2455983.434347,360.0,7654582.0,2012-02-25T22:21:16.781260,1.10319,/STER/mercator/hermes/20120225/raw/00394939_HRF_OBJ.fits,51.86520991955976
395112,2,HRF_OBJ,-7.287103,Katrina Exter,HD84937,147.23375,13.74425,2455986.5067849997,800.0,368418.0,2012-02-29T00:01:47.670422,1.045769,/STER/mercator/hermes/20120228/raw/00395112_HRF_OBJ.fits,51.96152422706632
395220,2,HRF_OBJ,-28.007014,Katrina Exter,HD36267,82.69625,5.94814,2455987.340111,570.0,12070460.0,2012-02-29T20:08:09.090042,1.0854469999999998,/STER/mercator/hermes/20120229/raw/00395220_HRF_OBJ.fits,51.93264869039514
395310,2,HRF_OBJ,-25.482611,Katrina Exter,HD46300,98.22584,7.3329699999999995,2455988.3424919997,360.0,5875955.0,2012-03-01T20:09:35.913778,1.108452,/STER/mercator/hermes/20120301/raw/00395310_HRF_OBJ.fits,51.93264869039514
395397,2,HRF_OBJ,-25.719279,Katrina Exter,HD46300,98.22584,7.3329699999999995,2455989.345585,360.0,8370422.0,2012-03-02T20:14:10.549554,1.099197,/STER/mercator/hermes/20120302/raw/00395397_HRF_OBJ.fits,51.97114584074513
